marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp
single,1st phase - general contingent,2,Basic Education,daytime,Secondary,60.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Skilled industry workers,Personal services & sales,60.0,1,0,0,1,female,0,18,0,0,6,10,3,60.0,0,0,6,8,4,51.24999999999999,0,10.8,1.4,1.74
single,Change of course,1,Management,daytime,Secondary,61.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,56.60000000000001,0,0,0,1,female,0,21,0,3,10,18,6,55.833333350000004,2,4,10,16,7,52.85714285,0,7.6,2.6,0.32
single,1st phase - general contingent,2,Nursing,daytime,Secondary,56.49999999999999,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,53.349999999999994,1,0,0,1,female,1,20,0,0,7,10,5,63.1,0,0,7,8,6,62.5,0,11.1,0.6,2.02
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Technicians & associate professionals,Technicians & associate professionals,70.0,0,0,0,1,female,0,25,0,0,5,11,3,53.333333350000004,0,0,5,11,3,56.666666649999996,0,15.5,2.8,-4.06
single,Over 23 years old,2,Oral Hygiene,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,79.5,1,0,0,1,female,0,25,0,0,7,11,7,59.2857143,0,0,8,21,5,58.5,0,12.4,0.5,1.79
single,Over 23 years old,1,Social Service,daytime,Secondary,85.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,70.0,1,0,0,1,female,0,24,0,0,6,9,4,78.75,0,0,6,10,5,82.0,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Management,daytime,Secondary,69.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Kitchen assistants,Construction workers (non-electricians),65.5,1,0,0,1,female,0,19,0,0,5,9,4,55.00000000000001,0,0,5,8,3,53.333333350000004,0,12.4,0.5,1.79
single,2nd phase - general contingent,6,Management,daytime,Secondary,60.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Skilled industry workers,Unskilled workers,61.9,0,0,0,1,female,1,19,0,0,5,5,5,62.0,0,0,5,8,3,55.00000000000001,0,12.7,3.7,-1.7
single,1st phase - special contingent (Madeira Island),2,Management,daytime,Secondary,66.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.3,1,0,0,1,female,1,20,0,0,5,8,3,60.0,0,0,5,9,4,63.125,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,65.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Personal services & sales,66.4,1,0,0,1,female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32
single,3rd phase - general contingent,2,Basic Education,daytime,Secondary,60.0,Portuguese,Secondary,Secondary,Unskilled workers,Student,57.9,0,0,0,1,female,0,18,0,0,7,12,6,60.0,0,0,7,11,6,60.83333335,0,13.9,-0.3,0.79
single,2nd phase - general contingent,3,Management,daytime,Secondary,56.00000000000001,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Technicians & associate professionals,Personal services & sales,53.900000000000006,1,0,0,1,female,0,19,0,0,5,7,3,51.66666665,0,0,5,11,3,72.14285715,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Nursing,daytime,Secondary,69.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Unskilled workers,Admin staff,63.74999999999999,1,0,0,1,female,0,19,0,0,7,10,5,64.7,0,0,7,7,5,68.8,0,16.2,0.3,-0.92
single,1st phase - general contingent,1,Management,daytime,Secondary,59.0,Portuguese,Secondary,Bachelors degree,Military professions,Military professions,58.650000000000006,1,0,0,1,female,0,19,0,0,5,9,4,61.25000000000001,0,0,5,10,4,60.0,0,8.9,1.4,3.51
divorced,Holders of other higher courses,1,Nursing,daytime,Higher education (diploma),65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Technicians & associate professionals,65.0,1,0,0,1,female,0,32,0,0,7,16,4,68.125,0,0,7,8,7,63.1875,0,12.4,0.5,1.79
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,65.0,Portuguese,Secondary,Secondary,Admin staff,Military professions,57.60000000000001,0,0,0,1,male,0,24,0,0,5,5,4,60.0,0,0,5,6,5,63.33333335,0,12.4,0.5,1.79
single,1st phase - general contingent,2,Nursing,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled farm & fishery workers,Unskilled farm & fishery workers,48.0,1,0,0,1,female,0,19,0,0,7,10,6,67.99166665,0,0,8,11,6,59.666666649999996,0,11.1,0.6,2.02
married,Holders of other higher courses,1,Nursing,daytime,Higher education (diploma),60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,60.0,1,0,0,1,female,0,45,0,7,11,11,11,63.5,0,6,10,12,10,64.8409091,0,13.9,-0.3,0.79
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary,62.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,64.25,1,0,0,1,female,0,18,0,0,7,9,6,57.49999999999999,0,0,7,8,7,63.57142855,0,13.9,-0.3,0.79
married,Over 23 years old,1,Agronomy,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Military professions,60.0,0,0,1,1,female,0,37,0,0,6,10,6,64.375,0,0,6,12,6,64.5,0,16.2,0.3,-0.92
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,61.5,Portuguese,Secondary,Secondary,Unskilled workers,Unskilled workers,56.60000000000001,0,0,0,1,female,1,20,0,0,6,11,4,53.75,0,0,6,13,5,57.49999999999999,0,15.5,2.8,-4.06
single,1st phase - general contingent,4,Nursing,daytime,Secondary,63.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Skilled industry workers,Unskilled workers,60.650000000000006,1,0,0,1,female,1,18,0,0,7,9,6,67.66666665,0,0,7,7,7,61.142857150000005,0,12.4,0.5,1.79
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,Professional higher technical course,70.0,Portuguese,Secondary,Secondary,Admin staff,Technicians & associate professionals,70.0,1,0,1,1,female,0,21,0,7,9,10,8,66.25,0,4,9,14,5,61.0,0,8.9,1.4,3.51
single,Over 23 years old,1,Informatics Engineering,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,50.0,0,0,0,1,male,0,25,0,0,5,13,1,55.00000000000001,0,0,5,11,1,50.0,0,13.9,-0.3,0.79
single,Short cycle diploma holders,1,Advertising and Marketing Management,daytime,Professional higher technical course,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Farmers & agriculture,70.0,1,0,1,1,female,0,21,0,0,6,12,1,60.0,0,0,6,11,1,55.00000000000001,0,8.9,1.4,3.51
single,Change of course,1,Veterinary Nursing,daytime,Secondary,85.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Govt & executive leaders,85.0,1,0,0,1,female,0,19,0,0,5,5,0,0.0,5,0,5,7,4,73.75,1,12.7,3.7,-1.7
single,Short cycle diploma holders,1,Management (evening attendance),evening,Secondary,70.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),191,Unskilled industry & transport workers,67.5,0,0,1,1,female,0,23,0,6,11,18,8,61.875,0,3,9,15,5,63.0,0,8.9,1.4,3.51
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary,60.5,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Military professions,56.85,0,0,0,1,female,0,18,0,0,6,8,5,63.0,0,0,6,10,6,62.14285715,0,15.5,2.8,-4.06
single,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,66.55,Portuguese,Secondary,11th-grade,Admin staff,Personal services & sales,58.25,0,0,0,1,male,1,24,0,0,6,6,4,61.25000000000001,0,0,6,10,4,57.49999999999999,0,12.4,0.5,1.79
single,1st phase - general contingent,2,Communication Design,daytime,Secondary,64.5,Portuguese,Secondary,Secondary,Admin staff,Unskilled workers,66.45,1,0,0,1,male,1,20,0,0,6,9,6,56.875,0,0,6,6,5,69.0,0,7.6,2.6,0.32
single,2nd phase - general contingent,2,Informatics Engineering,daytime,Secondary,60.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,58.599999999999994,0,0,0,1,male,1,18,0,0,5,8,4,67.5,0,0,6,10,6,68.125,0,11.1,0.6,2.02
single,3rd phase - general contingent,1,Tourism,daytime,Secondary,59.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Personal services & sales,Personal services & sales,61.64999999999999,1,0,0,1,male,0,26,0,0,6,10,4,50.0,0,0,6,11,3,60.0,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Personal services & sales,Skilled industry workers,59.150000000000006,1,0,0,1,female,0,18,0,0,6,7,6,61.66666665,0,0,6,10,3,60.0,0,13.9,-0.3,0.79
single,2nd phase - general contingent,2,Veterinary Nursing,daytime,Secondary,61.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Unskilled workers,56.8,1,0,0,1,female,0,19,0,0,5,13,3,60.0,2,0,5,8,4,58.75,0,9.4,-0.8,-3.12
single,1st phase - general contingent,2,Basic Education,daytime,Secondary,61.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Kitchen assistants,Military professions,57.65,1,0,0,1,female,0,20,0,0,7,8,6,67.5,0,0,7,8,6,70.0,0,11.1,0.6,2.02
single,2nd phase - general contingent,3,Management,daytime,Secondary,62.5,Portuguese,Higher education (diploma),Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Military professions,59.35,1,0,0,1,female,0,18,0,0,5,16,4,53.333333350000004,0,0,5,11,2,60.0,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,50.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Unskilled workers,49.45,1,0,0,1,female,0,21,0,0,6,12,4,62.5,0,0,6,13,2,63.33333335,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,60.0,Portuguese,Masters degree,Secondary,"Specialists (science, law, etc.)",Unskilled workers,56.7,0,0,0,1,female,0,18,0,0,6,14,4,57.49999999999999,0,0,6,17,3,68.75,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Social Service,daytime,Secondary,53.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Skilled industry workers,Skilled industry workers,51.74999999999999,1,0,0,1,female,0,20,0,0,6,13,3,55.99999999999999,0,0,6,9,4,60.0,0,16.2,0.3,-0.92
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary,63.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Military professions,63.0,1,0,0,1,female,0,19,0,0,6,9,5,65.0,0,0,6,8,5,52.0,0,7.6,2.6,0.32
single,Over 23 years old,1,Nursing,daytime,Secondary,66.55,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Technicians & associate professionals,Skilled industry workers,60.85,0,0,0,1,female,1,27,0,0,7,8,6,63.0,0,0,7,9,6,58.42857145,0,12.4,0.5,1.79
single,2nd phase - general contingent,1,Management,daytime,Secondary,73.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,71.4,1,0,1,0,female,1,19,0,0,5,5,5,64.0,0,0,5,5,4,60.0,0,11.1,0.6,2.02
single,1st phase - general contingent,3,Nursing,daytime,Secondary,64.0,Portuguese,Secondary,Secondary,Skilled industry workers,Skilled industry workers,60.25,1,0,0,1,female,1,19,0,0,7,10,5,65.19999999999999,0,0,7,7,7,62.5,0,12.4,0.5,1.79
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,Professional higher technical course,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Machine operators,Unskilled workers,72.45,1,0,1,0,female,0,23,0,7,11,18,11,65.83333335,0,4,9,15,8,66.66666665000001,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Social Service,daytime,Secondary,54.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Personal services & sales,Machine operators,52.95000000000001,0,0,0,1,female,1,20,0,0,6,11,5,53.0,0,0,6,9,5,55.833333350000004,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,66.0,Portuguese,Secondary,11th-grade,Admin staff,Personal services & sales,62.14999999999999,0,0,0,1,female,0,20,0,0,6,10,6,67.14285715,0,0,6,11,5,63.33333335,0,13.9,-0.3,0.79
single,2nd phase - general contingent,1,Management,daytime,Secondary,68.0,Portuguese,Secondary,Secondary,Unskilled workers,Technicians & associate professionals,61.35,1,0,0,1,male,0,18,0,0,5,6,5,60.0,0,0,5,7,4,62.5,0,15.5,2.8,-4.06
single,1st phase - general contingent,2,Veterinary Nursing,daytime,Secondary,59.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Technicians & associate professionals,Technicians & associate professionals,56.2,1,0,0,1,male,0,21,0,0,5,7,4,57.49999999999999,0,0,5,15,3,53.0,4,10.8,1.4,1.74
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,66.55,Portuguese,Secondary,Secondary,Technicians & associate professionals,Unskilled workers,69.0,1,0,0,1,female,0,20,0,0,6,11,6,66.66666665000001,0,0,6,10,6,65.0,0,16.2,0.3,-0.92
single,1st phase - general contingent,2,Animation and Multimedia Design,daytime,Secondary,70.0,Portuguese,Secondary,Higher education (diploma),Technicians & associate professionals,Technicians & associate professionals,69.15,1,0,0,1,female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,66.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Unskilled workers,Unskilled workers,62.14999999999999,1,0,0,1,female,0,19,0,0,6,6,5,61.0,0,0,6,7,5,54.0,0,10.8,1.4,1.74
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,61.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,63.45,1,0,0,1,female,1,19,0,0,6,11,4,55.00000000000001,0,0,6,11,3,58.33333335,0,9.4,-0.8,-3.12
single,1st phase - general contingent,3,Management,daytime,Secondary,63.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Personal services & sales,Skilled industry workers,61.75000000000001,1,0,0,1,female,1,19,0,0,5,5,5,57.99999999999999,0,0,5,11,3,63.33333335,0,9.4,-0.8,-3.12
single,1st phase - general contingent,2,Equinculture,daytime,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,64.75,1,0,0,1,female,0,18,0,0,5,10,4,67.5,1,0,5,5,5,67.0,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Tourism,daytime,Secondary,71.5,Portuguese,Bachelors degree,Basic 1st cycle (4th-5th),Govt & executive leaders,Govt & executive leaders,66.6,1,0,0,1,female,0,19,0,0,6,9,5,67.0,0,0,6,16,2,67.5,0,10.8,1.4,1.74
widower,2nd phase - general contingent,1,Social Service,daytime,Secondary,69.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,66.75,1,0,0,1,female,1,21,0,0,6,8,3,51.0,0,0,6,13,4,61.25000000000001,0,12.7,3.7,-1.7
single,1st phase - general contingent,3,Tourism,daytime,Secondary,64.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Skilled industry workers,Skilled industry workers,61.0,1,0,0,1,female,1,18,0,0,6,9,6,54.16666665,0,0,6,8,5,55.00000000000001,0,7.6,2.6,0.32
single,1st phase - general contingent,2,Nursing,daytime,Secondary,65.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,62.55,1,0,0,1,female,1,18,0,0,7,9,6,64.08333335,0,0,8,11,6,64.375,0,11.1,0.6,2.02
single,International student (bachelor),1,Informatics Engineering,daytime,Secondary,80.0,Turkish,Secondary,Higher education (diploma),Accounting & financial clerks,Sellers,80.0,0,0,1,1,female,0,19,1,0,6,11,2,67.5,1,0,5,11,2,55.00000000000001,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary,60.5,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Technicians & associate professionals,56.99999999999999,0,0,0,1,male,0,20,0,0,5,9,4,57.99999999999999,0,0,5,7,4,61.25000000000001,2,7.6,2.6,0.32
single,1st phase - general contingent,1,Management,daytime,Secondary,61.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,58.9,0,0,0,1,male,0,20,0,0,5,9,5,60.0,0,0,5,9,4,65.0,0,8.9,1.4,3.51
single,1st phase - general contingent,6,Nursing,daytime,Secondary,61.0,Portuguese,Secondary,Secondary,Technicians & associate professionals,Skilled industry workers,57.15,1,0,0,1,male,0,18,0,0,7,8,6,69.88333335,0,0,8,12,6,60.20833335,1,11.1,0.6,2.02
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,68.0,Portuguese,Bachelors degree,Basic 2nd cycle (6th-8th),Accounting & financial clerks,Subsistence farmers & fishermen,64.85,1,0,0,1,male,0,19,0,0,6,10,4,62.5,0,0,6,12,1,50.0,3,16.2,0.3,-0.92
single,1st phase - general contingent,3,Advertising and Marketing Management,daytime,Secondary,60.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Machine operators,61.199999999999996,1,0,0,1,male,0,19,0,0,5,7,3,58.33333335,0,0,5,5,4,60.0,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,2,Tourism,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Technicians & associate professionals,67.5,1,0,0,1,male,0,20,0,0,6,8,6,59.166666649999996,0,0,6,9,5,52.0,0,7.6,2.6,0.32
married,2nd phase - general contingent,5,Informatics Engineering,daytime,Secondary,63.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Admin staff,Admin staff,61.45,1,0,0,1,male,0,21,0,0,5,10,4,65.99999999999999,0,0,5,7,4,71.25,2,7.6,2.6,0.32
single,2nd phase - general contingent,1,Management,daytime,Secondary,60.0,Portuguese,Higher education (diploma),Basic 2nd cycle (6th-8th),Technicians & associate professionals,Skilled industry workers,62.1,1,0,0,1,male,0,18,0,0,5,13,5,60.0,0,0,5,9,4,57.00000000000001,0,13.9,-0.3,0.79
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,65.0,Portuguese,Higher education (diploma),Higher education (diploma),Skilled industry workers,Govt & executive leaders,65.0,1,0,0,1,male,0,20,0,0,6,12,4,57.99999999999999,0,0,6,11,5,57.49999999999999,0,15.5,2.8,-4.06
single,2nd phase - general contingent,1,Informatics Engineering,daytime,Secondary,65.5,Portuguese,Secondary,Higher education (diploma),Unskilled workers,Military professions,61.85000000000001,1,0,0,1,male,0,20,0,0,5,7,4,60.0,0,0,5,8,2,62.5,0,10.8,1.4,1.74
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,66.55,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Unskilled workers,48.0,1,0,0,1,female,1,25,0,0,6,8,6,56.42857145,0,0,6,10,5,61.0,0,15.5,2.8,-4.06
divorced,Over 23 years old,1,Agronomy,daytime,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,75.0,0,0,0,1,male,0,28,0,0,6,12,5,60.0,0,0,6,10,6,61.66666665,0,11.1,0.6,2.02
married,Over 23 years old,1,Nursing,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),191,Drivers & transport operators,81.85,0,0,0,1,female,0,35,0,0,7,11,5,66.7,0,0,7,9,5,54.2,0,12.4,0.5,1.79
single,Over 23 years old,1,Nursing,daytime,Higher education (diploma),65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,65.0,0,0,0,1,female,0,27,0,3,8,12,7,62.285714299999995,0,3,8,12,7,62.285714299999995,0,12.7,3.7,-1.7
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,80.0,Brazilian,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,80.0,0,0,0,1,female,1,31,1,0,5,13,4,52.5,0,0,5,10,4,52.5,0,15.5,2.8,-4.06
married,Over 23 years old,1,Management (evening attendance),evening,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Military professions,75.0,0,0,0,1,male,0,47,0,0,5,8,4,50.0,0,0,5,8,4,62.5,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,66.5,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,70.7,0,0,0,1,male,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,67.0,Portuguese,Higher education (diploma),Bachelors degree,"Specialists (science, law, etc.)","Specialists (science, law, etc.)",70.85,1,0,0,1,male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32
divorced,Over 23 years old,1,Agronomy,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Admin staff,50.35000000000001,0,0,0,1,female,0,39,0,0,6,15,2,65.0,2,0,6,13,3,65.0,1,15.5,2.8,-4.06
single,Holders of other higher courses,1,Informatics Engineering,daytime,Masters degree,90.0,Portuguese,Masters degree,Higher education (diploma),"Specialists (science, law, etc.)",Skilled industry workers,90.0,0,0,1,1,male,0,30,0,0,5,6,4,72.5,0,0,5,10,3,81.0,0,13.9,-0.3,0.79
married,Technological specialization diploma holders,1,Management (evening attendance),evening,Technological specialization,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,70.0,0,0,0,1,female,0,41,0,2,6,10,4,61.25000000000001,0,3,7,9,6,62.5,0,9.4,-0.8,-3.12
single,3rd phase - general contingent,1,Journalism and Communication,daytime,Secondary,62.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Personal services & sales,61.1,0,0,0,0,female,0,18,0,0,6,7,5,63.0,0,0,6,6,5,59.00000000000001,0,11.1,0.6,2.02
single,2nd phase - general contingent,1,Management,daytime,Secondary,69.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Farmers & agriculture,Farmers & agriculture,71.8,1,0,1,1,male,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32
single,International student (bachelor),1,Biofuel Production Technologies,daytime,Secondary,66.55,Brazilian,Bachelors degree,Higher education (diploma),"Specialists (science, law, etc.)",Admin staff,50.0,0,0,0,1,male,0,20,1,0,7,10,7,64.2857143,0,0,7,7,4,63.74999999999999,0,8.9,1.4,3.51
single,2nd phase - general contingent,1,Equinculture,daytime,Secondary,68.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Personal services & sales,Skilled industry workers,65.0,1,0,0,1,female,0,21,0,0,6,12,5,68.0,0,0,6,10,4,71.25,0,12.4,0.5,1.79
single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,70.0,1,0,1,0,female,0,20,0,1,6,11,3,60.0,0,0,6,11,2,55.00000000000001,0,12.4,0.5,1.79
single,2nd phase - general contingent,4,Veterinary Nursing,daytime,Secondary,53.0,Portuguese,Basic 1st cycle (4th-5th),Secondary,Technicians & associate professionals,Unskilled workers,53.0,0,0,0,1,female,0,20,0,0,6,9,6,65.83333335,0,0,6,8,4,70.0,0,13.9,-0.3,0.79
single,International student (bachelor),1,Oral Hygiene,daytime,Secondary,68.5,Santomean,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Admin staff,68.5,0,0,1,1,female,0,19,1,0,7,11,0,0.0,4,0,7,11,2,58.33333335,0,8.9,1.4,3.51
married,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary,60.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,57.2,1,0,0,1,female,0,45,0,8,12,14,12,70.0,0,2,7,12,7,69.2857143,0,7.6,2.6,0.32
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,50.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,60.35,0,0,0,1,female,0,28,0,0,5,9,4,56.25,0,0,5,7,4,65.0,0,7.6,2.6,0.32
single,1st phase - special contingent (Madeira Island),1,Animation and Multimedia Design,daytime,Secondary,79.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,82.15,1,0,0,1,male,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74
single,1st phase - special contingent (Madeira Island),2,Communication Design,daytime,Secondary,66.5,Portuguese,Secondary,Higher education (diploma),Admin staff,"Specialists (science, law, etc.)",61.25000000000001,1,0,0,1,female,0,18,0,0,6,11,1,55.00000000000001,1,0,6,11,4,55.00000000000001,4,7.6,2.6,0.32
single,1st phase - general contingent,1,Management,daytime,Secondary,66.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Skilled industry workers,Skilled industry workers,65.65,1,0,0,1,female,0,18,0,0,5,8,4,60.0,0,0,5,8,4,61.25000000000001,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,2,Informatics Engineering,daytime,Secondary,66.55,Portuguese,Secondary,Bachelors degree,Technicians & associate professionals,Technicians & associate professionals,58.5,1,0,0,1,male,0,21,0,0,5,10,5,55.833333350000004,0,0,5,10,3,54.0,0,12.4,0.5,1.79
